Magnitude,Depth,destruction,Victim's reaction,Intensity
3.6,10.0,3,4,5
6.1,66.0,4,5,6
6.8,350.4,2,3,4
4.5,15.0,5,6,7
6.6,53.19,4,5,6
6.8,79.0,4,5,6
6.7,27.4,4,5,6
7.6,17.0,5,6,7
6.1,27.0,5,6,7
6.2,19.0,5,6,7
6.7,66.0,4,5,6
7.1,10.0,8,9,10
6.5,42.9,4,5,6
5.5,33.0,4,5,6
8.0,35.0,9,10,11
6.6,29.0,5,6,7
7.3,37.0,3,4,5
7.5,100.0,7,8,9
6.8,50.0,3,4,5
4.7,5.0,3,4,5
7.1,33.0,7,8,9
6.6,35.0,2,3,4
6.6,27.0,4,5,6
5.1,12.0,1,2,3
6.8,12.0,5,6,7
7.4,23.0,5,6,7
5.7,20.0,6,7,8
7.0,10.0,3,4,5
7.8,10.0,7,8,9
6.8,42.0,4,5,6
6.3,14.0,7,8,9
5.9,13.0,7,8,9
7.0,21.0,5,6,7
5.8,33.0,6,7,8
6.1,95.0,4,5,6
6.6,8.45,2,3,4
6.5,16.7,5,6,7
8.6,33.0,9,10,11
6.4,126.0,3,4,5
5.6,25.0,5,6,7
8.0,644.8,2,3,4
6.5,12.0,5,6,7
6.9,615.42,4,5,6
7.5,18.0,4,5,6
6.6,598.467,0,1,2
6.8,38.0,4,5,6
6.8,33.0,7,8,9
6.0,69.0,4,5,6
5.8,10.0,7,8,9
6.5,17.0,5,6,7
7.0,20.0,3,4,5
7.7,33.0,7,8,9
6.1,15.0,8,9,10
6.0,38.0,3,4,5
6.6,17.0,5,6,7
7.6,17.0,8,9,10
6.9,25.5,3,4,5
6.7,20.0,4,5,6
7.4,39.0,4,5,6
5.5,10.0,3,4,5
7.3,15.0,8,9,10
5.5,21.0,6,7,8
6.5,110.0,4,5,6
8.5,35.0,7,8,9
7.1,46.7,6,7,8
6.9,34.0,6,7,8
5.0,10.0,2,3,4
7.7,10.0,7,8,9
7.0,44.0,5,6,7
6.7,20.0,5,6,7
6.7,206.3,2,3,4
7.0,80.0,3,4,5
7.5,55.0,6,7,8
7.5,80.0,5,6,7
8.0,27.9,7,8,9
5.1,15.0,5,6,7
6.8,219.96,2,3,4
5.9,15.0,5,6,7
6.5,18.0,5,6,7
6.8,10.0,2,3,4
7.6,22.0,6,7,8
6.7,11.0,4,5,6
7.3,90.1,5,6,7
6.5,576.0,0,0,1
7.1,28.0,4,5,6
6.5,28.0,1,2,3
7.5,7.0,5,6,7
5.5,1.0,4,5,6
6.7,12.0,8,9,10
6.9,20.0,3,4,5
6.9,10.0,5,6,7
5.9,48.0,4,5,6
7.6,15.0,9,10,11
6.9,28.0,5,6,7
8.2,30.0,7,8,9
7.1,15.0,7,8,9
6.8,12.0,5,6,7
6.9,10.0,8,9,10
7.0,37.0,4,5,6
6.9,35.0,8,9,10
6.5,20.0,4,5,6
6.3,10.0,5,6,7
7.5,231.0,5,6,7
6.6,18.0,4,5,6
7.1,630.0,1,2,3
7.7,40.0,5,6,7
7.6,60.0,8,9,10
7.2,16.0,3,4,5
6.7,65.8,3,4,5
7.0,22.0,6,7,8
6.9,13.0,5,6,7
7.1,46.0,5,6,7
4.8,10.0,4,5,6
7.1,10.0,5,6,7
6.3,33.0,8,9,10
7.6,18.1,5,6,7
8.6,25.0,6,7,8
6.7,20.0,4,5,6
6.9,8.0,7,8,9
6.1,32.0,5,6,7
7.0,33.0,5,6,7
7.5,20.0,8,9,10
5.3,15.0,5,6,7
5.7,54.0,7,8,9
6.7,33.0,4,5,6
4.6,33.0,6,7,8
6.9,21.0,3,4,5
6.8,10.0,3,4,5
7.6,10.0,7,8,9
8.4,34.0,4,5,6
6.5,10.0,6,7,8
4.5,7.0,4,5,6
6.8,10.0,4,5,6
6.7,10.0,3,4,5
6.8,100.0,7,8,9
6.8,112.0,4,5,6
7.1,33.0,4,5,6
6.6,13.0,5,6,7
6.7,20.0,5,6,7
5.3,39.0,2,3,4
6.3,2.0,6,7,8
7.9,14.0,7,8,9
6.6,18.0,5,6,7
5.1,10.0,2,3,4
7.2,15.0,8,9,10
6.9,12.0,2,3,4
6.7,12.0,5,6,7
6.4,108.0,7,8,9
6.8,11.6,7,8,9
5.8,11.0,5,6,7
5.5,20.0,5,6,7
7.9,10.0,4,5,6
6.6,38.0,6,7,8
7.0,11.0,7,8,9
7.4,35.0,7,8,9
7.1,10.0,3,4,5
7.5,41.0,4,5,6
7.8,15.11,7,8,9
7.6,24.0,5,6,7
8.1,33.0,7,8,9
6.5,35.0,4,5,6
7.8,30.0,5,6,7
5.5,15.0,6,7,8
7.7,40.0,5,6,7
8.1,38.0,7,8,9
7.7,24.0,6,7,8
6.8,20.0,7,8,9
7.6,33.0,5,6,7
7.1,40.0,4,5,6
6.6,25.0,6,7,8
6.5,21.0,3,4,5
6.9,10.0,5,6,7
6.5,37.0,4,5,6
4.7,10.0,5,6,7
3.2,33.0,1,2,3
8.7,36.0,4,5,6
6.0,13.0,7,8,9
5.8,25.0,6,7,8
7.0,20.0,3,4,5
6.7,24.0,3,4,5
7.0,10.0,4,5,6
6.8,20.0,4,5,6
7.7,17.0,6,7,8
5.6,34.0,5,6,7
8.2,30.0,6,7,8
6.1,66.0,4,5,6
6.6,14.0,6,7,8
8.1,13.0,7,8,9
8.2,25.1,4,5,6
7.4,173.7,4,5,6
7.3,19.0,5,6,7
6.0,30.0,6,7,8
6.9,21.0,3,4,5
7.1,25.0,7,8,9
7.2,22.0,5,6,7
6.9,10.0,5,6,7
5.9,10.0,5,6,7
6.9,27.0,6,7,8
6.5,16.0,4,5,6
7.9,20.0,9,10,11
6.5,10.0,3,4,5
7.3,40.0,4,5,6
7.6,17.0,8,9,10
7.7,20.0,7,8,9
6.9,13.0,2,3,4
5.3,100.0,5,6,7
6.8,26.0,4,5,6
6.3,107.0,5,6,7
7.1,15.0,6,7,8
7.1,11.0,7,8,9
7.4,31.1,5,6,7
6.6,212.0,4,5,6
6.5,20.0,2,3,4
6.5,33.0,4,5,6
7.5,27.0,7,8,9
6.9,29.95,5,6,7
7.1,103.0,5,6,7
7.0,13.0,8,9,10
7.8,17.0,7,8,9
6.5,10.0,2,3,4
8.09,33.0,6,7,8
7.5,18.0,4,5,6
6.5,119.0,3,4,5
8.4,34.0,6,7,8
6.5,10.0,5,6,7
6.8,33.0,5,6,7
6.2,18.0,5,6,7
7.5,33.0,4,5,6
7.6,17.0,8,9,10
7.5,20.0,8,9,10
8.0,55.0,5,6,7
4.6,51.0,4,5,6
7.2,70.0,7,8,9
6.5,125.1,3,4,5
6.9,11.2,4,5,6
6.6,16.1,3,4,5
7.1,630.0,1,2,3
7.1,630.0,1,2,3
7.6,11.0,8,9,10
8.4,25.0,8,9,10
6.4,66.0,5,6,7
6.1,10.0,7,8,9
7.6,17.0,5,6,7
7.5,10.0,4,5,6
8.0,35.0,6,7,8
6.8,20.0,4,5,6
7.8,40.0,6,7,8
6.0,15.0,5,6,7
7.2,91.0,4,5,6
7.0,21.0,5,6,7
6.6,19.0,8,9,10
7.1,25.0,7,8,9
6.9,4.0,6,7,8
7.5,24.0,4,5,6
6.6,16.1,3,4,5
5.0,10.0,5,6,7
6.5,10.0,3,4,5
7.0,8.8,4,5,6
6.8,40.2,5,6,7
8.2,25.0,6,7,8
6.9,60.0,6,7,8
7.4,20.0,6,7,8
6.7,18.0,4,5,6
6.7,40.0,4,5,6
7.4,6.0,7,8,9
7.8,25.0,7,8,9
6.8,46.0,5,6,7
6.4,19.0,6,7,8
6.4,19.0,6,7,8
5.2,21.0,6,7,8
6.5,18.0,5,6,7
5.9,10.0,5,6,7
7.5,60.6,6,7,8
5.1,33.0,5,6,7
7.3,31.0,3,4,5
6.7,20.49,5,6,7
6.6,16.1,3,4,5
7.4,26.0,7,8,9
6.8,15.4,4,5,6
7.7,40.0,5,6,7
7.8,8.2,8,9,10
6.2,50.0,5,6,7
7.4,30.0,8,9,10
7.5,10.0,7,8,9
6.9,8.0,3,4,5
6.6,614.0,1,2,3
6.8,33.0,6,7,8
6.1,34.0,5,6,7
6.7,10.0,3,4,5
6.4,8.0,7,8,9
4.6,10.0,5,6,7
7.6,17.0,5,6,7
8.6,33.0,5,6,7
6.8,50.4,4,5,6
7.1,10.0,7,8,9
7.3,14.27,3,4,5
6.0,15.0,8,9,10
4.8,10.0,5,6,7
5.6,10.0,5,6,7
6.9,132.0,6,7,8
6.8,46.0,3,4,5
6.7,11.0,4,5,6
8.1,22.79,5,6,7
6.6,166.2,4,5,6
5.5,33.0,8,9,10
6.7,30.0,3,4,5
7.9,60.0,5,6,7
8.0,33.0,8,9,10
7.5,31.0,5,6,7
6.5,2.7,6,7,8
8.2,60.0,8,9,10
7.0,20.0,5,6,7
6.8,58.0,3,4,5
7.2,10.0,8,9,10
6.4,33.0,9,10,11
6.5,13.0,4,5,6
7.7,45.0,5,6,7
7.2,20.0,8,9,10
6.6,16.1,3,4,5
6.7,10.0,1,2,3
7.5,31.0,5,6,7
6.7,10.0,3,4,5
7.7,15.0,7,8,9
7.8,27.0,7,8,9
6.9,10.0,1,2,3
6.6,118.0,4,5,6
7.8,28.0,6,7,8
7.1,45.0,4,5,6
8.4,30.0,9,10,11
6.9,624.0,1,2,3
5.0,10.0,2,3,4
7.1,34.0,4,5,6
6.5,24.0,4,5,6
8.4,15.0,9,10,11
6.5,83.0,4,5,6
6.5,10.0,4,5,6
5.4,10.0,5,6,7
7.1,48.0,6,7,8
6.8,13.7,4,5,6
7.8,74.0,6,7,8
6.7,28.0,4,5,6
7.1,434.0,4,5,6
6.8,22.0,2,3,4
7.2,10.0,6,7,8
6.5,18.0,5,6,7
7.3,15.0,5,6,7
6.5,15.0,6,7,8
5.4,6.0,4,5,6
7.4,30.0,5,6,7
6.7,3.0,6,7,8
6.9,535.0,1,2,3
7.0,40.0,9,10,11
5.5,8.0,3,4,5
6.6,9.0,5,6,7
5.4,35.0,7,8,9
6.7,24.0,1,2,3
6.5,63.4,4,5,6
7.1,10.0,5,6,7
6.5,14.2,5,6,7
6.1,9.0,6,7,8
4.4,9.0,2,3,4
6.4,8.0,7,8,9
6.5,15.0,4,5,6
6.9,43.0,4,5,6
7.7,2.0,7,8,9
6.0,27.0,5,6,7
7.3,32.0,3,4,5
7.1,15.0,7,8,9
6.6,13.0,3,4,5
7.1,46.7,6,7,8
7.2,10.0,6,7,8
8.0,100.0,6,7,8
6.6,33.0,4,5,6
6.1,10.0,8,9,10
7.9,43.0,8,9,10
4.1,9.0,5,6,7
6.7,10.0,3,4,5
7.4,35.0,3,4,5
6.8,21.0,3,4,5
7.7,80.0,6,7,8
6.7,5.0,6,7,8
7.4,173.7,4,5,6
6.7,32.0,4,5,6
7.5,18.0,4,5,6
6.9,20.74,2,3,4
5.4,30.0,3,4,5
7.8,59.3,7,8,9
6.6,19.0,3,4,5
5.7,10.0,7,8,9
6.9,12.0,8,9,10
7.1,18.0,7,8,9
7.7,40.0,5,6,7
7.6,26.0,5,6,7
7.6,15.0,4,5,6
7.5,26.0,5,6,7
6.2,33.0,5,6,7
7.7,15.0,2,3,4
7.9,33.0,4,5,6
6.6,7.0,1,2,3
7.4,39.0,4,5,6
5.9,10.0,5,6,7
6.8,108.0,5,6,7
7.5,231.0,5,6,7
7.8,21.0,7,8,9
6.5,187.589,3,4,5
7.0,110.2,5,6,7
6.9,115.0,2,3,4
6.5,25.0,3,4,5
7.2,236.0,3,4,5
8.0,19.0,5,6,7
5.7,18.0,5,6,7
7.8,25.0,7,8,9
6.8,33.0,4,5,6
6.7,46.0,4,5,6
6.6,131.8,4,5,6
6.9,27.0,3,4,5
6.6,33.0,4,5,6
6.9,36.4,5,6,7
6.8,21.0,3,4,5
6.4,10.0,6,7,8
7.5,126.0,6,7,8
7.8,60.0,6,7,8
7.0,80.0,3,4,5
6.5,10.0,6,7,8
6.4,66.0,5,6,7
7.9,33.0,4,5,6
6.9,26.0,5,6,7
7.1,126.0,4,5,6
6.5,30.0,4,5,6
7.2,16.0,8,9,10
6.0,27.0,5,6,7
7.3,16.56,5,6,7
7.0,2.0,4,5,6
6.8,40.0,3,4,5
6.9,9.97,3,4,5
6.7,16.0,5,6,7
8.3,22.0,7,8,9
6.8,559.0,1,2,3
6.6,9.0,5,6,7
8.0,24.0,5,6,7
5.4,54.0,5,6,7
8.1,18.0,4,5,6
5.8,5.0,6,7,8
7.9,14.0,7,8,9
7.1,18.0,7,8,9
6.9,26.0,2,3,4
7.8,20.59,7,8,9
6.5,577.0,0,1,2
7.5,22.0,3,4,5
6.7,27.4,4,5,6
6.6,11.1,8,9,10
7.1,33.0,7,8,9
6.1,5.0,8,9,10
6.5,13.0,4,5,6
7.4,13.0,7,8,9
6.9,26.0,2,3,4
7.3,212.0,4,5,6
7.7,48.0,6,7,8
5.1,13.0,4,5,6
4.9,10.0,4,5,6
4.5,33.0,4,5,6
7.3,150.0,8,9,10
6.8,12.0,7,8,9
7.9,60.0,7,8,9
6.6,29.0,4,5,6
7.5,145.0,5,6,7
6.5,24.0,4,5,6
7.2,19.0,2,3,4
7.2,19.0,2,3,4
6.5,14.0,3,4,5
5.0,3.0,4,5,6
6.0,30.0,6,7,8
8.16,27.0,7,8,9
8.0,10.0,3,4,5
6.7,624.0,1,2,3
7.7,44.0,5,6,7
7.8,35.0,4,5,6
5.2,21.0,6,7,8
6.5,20.0,4,5,6
6.7,10.0,3,4,5
4.9,22.0,6,7,8
7.3,146.82,4,5,6
7.3,73.0,5,6,7
6.7,33.0,3,4,5
6.4,14.0,7,8,9
7.5,55.0,6,7,8
8.0,644.8,2,3,4
6.8,35.0,4,5,6
6.5,37.0,4,5,6
8.1,15.0,8,9,10
7.2,20.0,5,6,7
6.8,35.0,4,5,6
8.1,28.93,6,7,8
7.4,10.0,3,4,5
7.8,24.0,1,2,3
9.3,10.0,7,8,9
7.3,31.0,3,4,5
7.0,11.0,4,5,6
6.6,10.0,5,6,7
6.5,34.0,4,5,6
6.7,44.0,8,9,10
7.0,10.0,7,8,9
7.3,31.0,3,4,5
6.7,11.0,4,5,6
6.6,10.0,2,3,4
5.4,30.0,4,5,6
6.7,13.0,3,4,5
6.6,25.0,4,5,6
5.5,10.0,5,6,7
6.5,9.0,3,4,5
6.5,10.0,6,7,8
5.1,10.0,2,3,4
6.5,10.0,3,4,5
7.0,32.0,3,4,5
7.4,55.0,5,6,7
6.8,5.0,8,9,10
6.5,20.0,5,6,7
6.5,6.43,3,4,5
6.9,136.0,4,5,6
7.8,100.0,9,10,11
6.8,50.4,4,5,6
7.1,9.0,7,8,9
7.2,36.0,5,6,7
7.2,28.0,5,6,7
6.4,107.0,2,3,4
6.7,13.0,1,2,3
7.4,31.1,5,6,7
7.3,16.0,8,9,10
6.6,15.0,7,8,9
6.5,30.0,2,3,4
6.4,15.0,6,7,8
6.4,7.0,8,9,10
5.7,18.0,5,6,7
4.9,11.0,5,6,7
6.7,27.59,3,4,5
5.6,10.0,6,7,8
7.8,25.0,8,9,10
6.9,56.6,3,4,5
7.1,28.0,4,5,6
6.4,108.0,7,8,9
6.5,33.0,5,6,7
8.4,33.0,6,7,8
6.7,24.0,2,3,4
7.6,90.0,5,6,7
6.6,10.0,3,4,5
7.3,527.0,2,3,4
6.8,14.0,3,4,5
8.4,30.0,5,6,7
7.8,74.0,6,7,8
7.5,160.0,4,5,6
6.7,33.0,2,3,4
7.4,156.0,5,6,7
6.8,570.41,1,2,3
8.0,19.0,4,5,6
7.1,21.43,3,4,5
8.3,22.4,7,8,9
6.8,80.0,7,8,9
7.9,33.0,4,5,6
6.6,30.0,4,5,6
6.7,89.0,4,5,6
7.3,32.0,3,4,5
6.8,15.0,8,9,10
6.6,10.5,5,6,7
6.6,14.0,3,4,5
5.0,41.0,4,5,6
7.0,12.0,6,7,8
6.9,535.0,1,2,3
6.5,576.0,0,1,1
5.9,12.0,3,4,5
5.3,15.0,5,6,7
5.7,25.0,5,6,7
7.5,10.0,8,9,10
6.8,12.0,5,6,7
6.7,34.0,3,4,5
7.0,19.0,3,4,5
6.5,14.0,3,4,5
5.5,8.0,6,7,8
6.5,110.0,3,4,5
6.1,28.0,5,6,7
7.2,112.0,5,6,7
5.4,12.0,6,7,8
7.8,15.0,9,10,11
6.9,28.0,1,2,3
7.1,16.0,5,6,7
9.1,29.0,7,8,9
6.6,13.23,3,4,5
6.5,150.0,6,7,8
7.0,48.0,5,6,7
5.4,54.0,5,6,7
7.6,40.0,7,8,9
7.5,280.0,3,4,5
6.8,12.0,5,6,7
5.8,10.0,7,8,9
7.6,61.4,6,7,8
6.5,24.07,5,6,7
8.4,33.0,6,7,8
7.1,12.0,2,3,4
7.8,35.0,4,5,6
8.7,30.3,4,5,6
7.3,627.17,1,2,3
4.1,5.0,3,4,5
6.8,82.0,4,5,6
6.5,33.0,6,7,8
5.9,10.0,7,8,9
7.9,135.0,5,6,7
6.5,11.0,3,4,5
4.6,5.0,3,4,5
6.8,40.0,3,4,5
7.9,340.0,4,5,6
6.7,12.0,3,4,5
6.1,10.0,4,5,6
7.0,66.0,5,6,7
7.9,94.54,5,6,7
5.4,11.0,6,7,8
7.0,11.0,7,8,9
6.7,130.0,3,4,5
6.6,135.0,3,4,5
7.7,18.027,2,3,4
7.1,58.0,5,6,7
7.2,20.0,8,9,10
5.9,12.0,8,9,10
7.6,116.0,6,7,8
6.8,33.0,5,6,7
6.6,187.1,2,3,4
7.0,80.0,3,4,5
7.3,19.0,7,8,9
6.9,41.0,4,5,6
6.8,22.0,2,3,4
6.8,150.0,3,4,5
6.6,11.0,5,6,7
6.0,10.0,5,6,7
6.9,36.4,5,6,7
8.2,33.0,7,8,9
6.7,46.0,4,5,6
6.5,11.0,3,4,5
7.8,15.0,9,10,11
6.1,33.0,7,8,9
6.9,13.0,2,3,4
6.3,33.0,5,6,7
6.7,33.0,4,5,6
6.8,7.0,7,8,9
6.9,20.0,3,4,5
6.5,10.0,3,4,5
6.5,10.0,3,4,5
5.6,10.0,5,6,7
8.8,23.0,7,8,9
6.6,18.0,5,6,7
7.8,20.0,10,11,12
6.6,33.0,4,5,6
5.5,39.0,2,3,4
6.6,19.0,3,4,5
7.0,36.0,8,9,10
8.2,47.39,5,6,7
7.6,621.0,3,4,5
6.9,596.4,1,2,3
6.5,30.0,2,3,4
7.7,22.4,7,8,9
7.5,120.0,5,6,7
7.1,135.0,4,5,6
7.0,31.0,4,5,6
6.7,15.0,6,7,8
6.8,33.0,5,6,7
7.0,30.0,5,6,7
6.6,25.0,6,7,8
7.2,10.0,5,6,7
6.5,20.0,5,6,7
6.7,25.0,4,5,6
5.6,13.0,4,5,6
7.5,30.0,5,6,7
6.6,15.0,5,6,7
6.5,37.0,1,2,3
4.9,10.0,5,6,7
6.9,35.0,4,5,6
7.0,143.0,4,5,6
6.6,27.8,2,3,4
6.5,83.0,4,5,6
6.6,20.0,4,5,6
6.9,15.0,3,4,5
7.7,583.2,2,3,4
6.5,33.93,4,5,6
6.6,27.0,3,4,5
7.0,18.0,5,6,7
6.2,33.0,7,8,9
5.6,24.0,6,7,8
6.5,11.0,3,4,5
7.4,16.0,8,9,10
6.7,8.0,6,7,8
6.9,12.0,2,3,4
6.4,37.0,3,4,5
6.7,21.0,4,5,6
6.5,31.0,5,6,7
5.8,48.0,6,7,8
6.1,32.0,5,6,7
7.7,33.0,4,5,6
5.7,10.0,7,8,9
6.7,91.0,4,5,6
6.6,33.0,5,6,7
5.4,13.0,4,5,6
7.2,16.0,2,3,4
6.7,40.0,4,5,6
7.1,206.7,3,4,5
7.8,20.0,10,11,12
6.7,17.4,4,5,6
7.9,19.0,7,8,9
7.4,73.0,4,5,6
5.5,19.0,7,8,9
6.1,8.0,6,7,8
6.9,12.0,8,9,10
6.3,93.0,3,4,5
7.1,21.1,5,6,7
7.2,15.0,6,7,8
7.1,85.7,5,6,7
7.2,35.0,3,4,5
7.0,46.0,5,6,7
8.1,10.0,3,4,5
7.8,47.0,6,7,8
5.8,10.0,7,8,9
7.0,40.0,9,10,11
6.3,10.0,7,8,9
7.1,18.0,8,9,10
6.6,15.0,7,8,9
4.8,10.0,3,4,5
7.7,20.0,9,10,11
8.4,34.0,4,5,6
6.5,21.0,3,4,5
6.6,10.0,8,9,10
6.0,15.0,7,8,9
6.5,196.0,2,3,4
7.5,33.0,4,5,6
5.7,58.0,4,5,6
6.8,122.9,4,5,6
5.3,10.0,4,5,6
6.8,18.0,5,6,7
6.6,20.0,8,9,10
7.0,30.0,5,6,7
6.5,10.0,6,7,8
6.9,28.0,5,6,7
7.5,41.0,4,5,6
6.8,10.0,7,8,9
7.0,55.7,4,5,6
6.7,38.182,7,8,9
6.6,12.0,5,6,7
7.0,17.0,7,8,9
6.5,10.0,3,4,5
8.2,35.0,5,6,7
7.3,170.0,4,5,6
6.8,15.0,7,8,9
5.8,9.0,6,7,8
6.2,13.0,8,9,10
6.6,10.0,6,7,8
6.7,28.0,4,5,6
6.4,17.0,7,8,9
7.9,25.0,3,4,5
7.1,40.0,5,6,7
4.0,3.0,5,6,7
6.7,152.0,3,4,5
7.4,26.0,5,6,7
7.1,40.0,6,7,8
6.8,35.0,5,6,7
6.6,10.0,2,3,4
7.8,40.0,6,7,8
6.9,107.0,5,6,7
6.6,35.0,7,8,9
6.6,12.0,6,7,8
6.9,10.0,1,2,3
6.9,8.0,7,8,9
7.1,10.0,6,7,8
6.6,11.0,7,8,9
7.3,10.0,6,7,8
6.8,18.0,5,6,7
5.1,21.0,4,5,6
5.8,12.0,2,3,4
6.5,42.9,4,5,6
7.0,12.0,6,7,8
7.3,24.0,3,4,5
7.1,18.0,8,9,10
6.5,36.0,4,5,6
5.6,18.0,6,7,8
6.6,591.0,1,2,3
6.6,13.0,3,4,5
6.1,37.0,4,5,6
5.9,16.0,6,7,8
6.5,11.0,7,8,9
5.2,14.0,6,7,8
6.6,9.0,5,6,7
6.7,10.0,5,6,7
6.6,20.0,4,5,6
7.0,21.0,6,7,8
7.9,33.0,4,5,6
6.9,33.0,4,5,6
6.5,19.36,6,7,8
5.1,11.0,5,6,7
6.1,10.0,6,7,8
6.9,33.0,4,5,6
6.8,12.5,6,7,8
6.8,33.0,4,5,6
6.3,17.0,6,7,8
6.8,58.0,3,4,5
6.9,10.0,2,3,4
7.3,15.0,5,6,7
7.7,17.8,8,9,10
5.6,13.0,6,7,8
6.5,595.98,1,2,3
8.5,35.0,7,8,9
6.7,21.0,4,5,6
6.3,18.0,6,7,8
7.7,60.0,7,8,9
6.1,9.0,6,7,8
6.7,25.0,4,5,6
6.7,49.2,4,5,6
7.0,68.0,5,6,7
7.2,15.0,8,9,10
6.9,36.4,5,6,7
6.1,20.0,6,7,8
6.7,206.3,2,3,4
6.7,20.0,5,6,7
6.5,24.0,2,3,4
6.6,10.0,8,9,10
6.9,10.0,2,3,4
7.5,85.3,7,8,9
9.1,29.0,7,8,9
6.5,27.0,5,6,7
6.3,10.0,3,4,5
7.3,19.0,6,7,8
8.0,55.0,5,6,7
7.5,24.0,4,5,6
7.0,22.0,5,6,7
7.1,10.0,3,4,5
5.0,23.0,6,7,8
4.5,14.0,3,4,5
6.6,118.0,4,5,6
6.4,14.0,7,8,9
6.5,33.0,4,5,6
6.7,200.7,2,3,4
6.8,65.0,7,8,9
6.6,22.8,4,5,6
8.09,33.0,6,7,8
7.1,28.0,4,5,6
6.0,33.0,6,7,8
5.2,27.0,4,5,6
7.5,31.0,5,6,7
6.9,26.0,2,3,4
6.5,37.0,1,2,3
7.0,24.0,4,5,6
6.2,155.0,4,5,6
7.4,29.0,4,5,6
6.5,35.0,3,4,5
7.1,13.73,6,7,8
6.9,132.0,6,7,8
5.8,10.0,7,8,9
5.1,33.0,5,6,7
6.0,8.0,6,7,8
7.0,29.0,4,5,6
7.8,24.4,7,8,9
7.4,30.0,5,6,7
8.0,55.0,5,6,7
7.6,25.0,5,6,7
6.6,18.0,4,5,6
7.0,552.06,4,5,6
7.0,29.0,4,5,6
6.5,15.0,7,8,9
7.1,40.7,5,6,7
6.5,176.4,2,3,4
5.6,11.0,6,7,8
5.3,100.0,5,6,7
8.3,30.0,8,9,10
6.5,43.0,4,5,6
5.7,25.0,5,6,7
6.7,46.0,4,5,6
7.6,10.0,8,9,10
6.6,10.0,5,6,7
6.5,6.8,2,3,4
6.5,20.0,4,5,6
6.8,24.0,4,5,6
7.0,60.21,3,4,5
6.8,570.41,1,2,3
7.9,5.0,7,8,9
7.0,10.0,7,8,9
6.7,26.59,3,4,5
6.9,47.5,4,5,6
7.3,35.0,5,6,7
6.9,10.0,1,2,3
7.9,4.2,7,8,9
7.5,160.0,4,5,6
7.5,15.0,0,1,2
7.5,10.0,7,8,9
7.4,33.0,5,6,7
7.9,95.0,5,6,7
5.4,7.0,6,7,8
6.7,17.0,4,5,6
6.5,20.0,4,5,6
6.0,23.0,4,5,6
6.7,8.0,6,7,8
6.5,33.0,4,5,6
5.4,7.0,7,8,9
6.8,10.0,3,4,5
6.8,33.0,5,6,7
8.2,33.0,7,8,9
6.5,105.631,4,5,6
6.5,29.0,3,4,5
6.5,8.0,2,3,4
5.5,10.0,6,7,8
7.4,31.1,5,6,7
6.7,25.0,6,7,8
7.7,9.0,7,8,9
6.6,33.0,4,5,6
7.6,35.0,5,6,7
6.4,27.0,6,7,8
6.3,34.0,5,6,7
6.9,6.43,5,6,7
7.6,24.0,5,6,7
6.3,15.0,6,7,8
6.4,10.0,7,8,9
6.5,10.0,3,4,5
7.9,49.0,6,7,8
7.8,18.0,10,11,12
6.5,17.0,2,3,4
6.6,10.0,2,3,4
7.2,215.0,5,6,7
8.6,20.0,5,6,7
7.1,32.8,4,5,6
8.1,230.0,5,6,7
6.5,10.0,5,6,7
6.7,26.59,3,4,5
7.1,33.0,4,5,6
5.8,11.0,4,5,6
6.8,45.0,5,6,7
5.0,54.0,5,6,7
7.4,156.0,5,6,7
6.0,13.0,6,7,8
7.5,57.8,3,4,5
6.6,27.8,2,3,4
7.0,40.0,6,7,8
7.7,17.0,5,6,7
8.1,10.0,3,4,5
6.6,27.0,5,6,7
6.7,22.0,2,3,4
5.6,10.0,6,7,8
6.9,21.0,3,4,5
7.7,18.6,2,3,4
5.6,60.0,6,7,8
7.0,137.0,3,4,5
6.7,20.0,6,7,8
8.6,30.0,6,7,8
6.6,38.0,6,7,8
7.8,47.0,6,7,8
5.9,13.0,7,8,9
8.1,15.0,7,8,9
6.7,20.0,5,6,7
7.2,16.0,3,4,5
6.5,21.0,3,4,5
5.3,33.0,5,6,7
6.6,10.0,5,6,7
5.4,11.0,3,4,5
6.4,14.0,7,8,9
6.7,15.0,9,10,11
6.6,33.0,4,5,6
5.3,10.0,6,7,8
6.6,20.0,4,5,6
6.5,10.0,4,5,6
6.7,10.0,4,5,6
5.3,15.0,5,6,7
5.2,10.0,6,7,8
6.2,194.0,4,5,6
7.9,48.0,4,5,6
6.8,19.0,4,5,6
7.5,10.0,7,8,9
7.1,15.0,7,8,9
5.9,16.0,6,7,8
6.6,15.0,7,8,9
7.6,28.37,5,6,7
6.5,17.0,5,6,7
7.7,20.0,3,4,5
7.0,66.0,5,6,7
6.6,56.0,4,5,6
7.6,35.0,5,6,7
8.3,50.0,5,6,7
6.5,38.0,3,4,5
6.5,10.0,6,7,8
7.8,17.0,7,8,9
7.3,33.0,7,8,9
7.6,61.4,6,7,8
6.7,110.0,3,4,5
6.6,57.0,6,7,8
6.8,20.0,7,8,9
6.3,10.0,4,5,6
7.1,46.0,5,6,7
6.8,33.0,3,4,5
6.9,36.4,5,6,7
6.8,36.0,4,5,6
7.6,17.0,8,9,10
7.8,17.9,10,11,12
8.0,45.6,6,7,8
6.6,99.0,6,7,8
6.4,26.0,3,4,5
7.7,33.0,7,8,9
6.7,33.0,4,5,6
7.9,109.0,4,5,6
